x,y,z
51.944,458.425,107.098
16.975,419.559,100.636
11.81,414.081,69.164
11.324,413.672,71.653
10.361,412.173,79.468
38.083,443.595,110.376
33.511,437.921,112.578
51.966,458.621,107.151
11.321,413.636,68.362
11.356,413.858,71.565
46.091,452.453,109.665
25.867,430.246,107.591
11.775,414.316,69.306
11.492,414.272,68.971
32.499,437.457,111.68
32.931,437.757,114.294
11.017,413.31,75.873
46.613,452.978,109.974
25.931,429.989,110.892
26.075,430.199,110.684
10.105,412.391,75.882
11.377,414.123,71.561
39.861,445.966,110.3
37.982,443.718,110.159
25.037,429.538,110.297
32.448,437.564,113.983
32.743,437.835,114.072
46.297,453.063,109.627
23.955,428.163,107.131
16.555,420.027,97.899
25.719,430.199,110.335
11.409,414.517,71.653
9.797,412.709,69.08
31.223,436.533,111.068
23.589,428.295,107.362
15.877,419.698,98.193
10.541,413.673,72.162
10.589,413.831,71.985
50.931,458.853,106.254
15.82,419.729,98.056
11.043,414.769,69.592
16.149,420.7,99.746
32.344,438.379,112.951
45.591,453.021,108.911
45.881,453.39,109.254
23.16,428.319,106.554
11.812,415.821,71.121
9.893,413.758,69.597
50.562,458.917,105.966
17.057,421.914,97.606
37.177,444.197,109.237
50.494,458.816,105.863
50.375,458.699,105.786
16.287,420.897,96.097
36.931,444.149,109.982
50.403,459.008,105.879
50.378,458.839,105.756
48.999,457.359,107.452
24.662,430.506,108.629
24.175,429.988,108.965
45.448,453.656,108.745
12.095,416.979,72.52
50.046,458.919,105.406
45.159,453.745,108.379
49.854,458.782,105.219
22.927,428.791,104.534
48.173,457.544,105.759
48.983,458.306,104.965
23.065,429.701,107.609
10.817,416.092,70.943
10.02,415.18,70.572
37.63,445.858,110.264
14.915,420.76,93.17
36.15,444.421,109.161
10.27,416.243,71.348
42.853,452.297,107.537
14.195,420.227,93.03
16.144,422.447,97.835
49.238,459.296,105.826
22.486,429.625,103.146
10.833,416.708,71.518
23.415,430.649,107.145
14.947,421.196,92.394
30.106,438.142,111.528
49.103,459.423,104.694
48.967,459.429,104.491
9.82,416.431,73.203
11.308,417.671,72.399
9.605,415.796,72.146
22.92,430.685,103.543
15.948,422.624,96.829
48.887,459.55,104.66
14.26,420.893,90.57
30.412,438.879,110.182
15.481,422.6,95.603
47.378,457.925,105.827
14.233,421.102,89.951
15.251,422.644,94.519
13.709,420.563,89.957
30.205,438.93,109.913
14.766,422.024,91.439
22.638,430.785,106.008
12.002,418.911,75.365
13.477,420.485,89.553
13.606,420.536,92.845
28.035,436.931,109.439
27.834,437.158,109.25
9.726,417.103,73.277
14.996,422.646,94.251
12.464,419.954,75.112
12.771,420.447,87.962
12.778,420.491,88.14
12.634,420.545,88.05
12.617,420.473,87.846
14.889,422.58,94.653
12.749,420.39,87.79
48.251,459.78,104.293
41.467,452.093,108.19
47.539,458.962,103.217
12.676,420.383,87.068
12.469,420.365,86.555
12.662,420.42,86.531
12.256,420.252,74.82
47.796,459.501,104.944
12.567,420.38,86.338
11.871,419.673,77.699
34.521,444.941,107.364
14.113,422.556,90.216
11.124,419.132,77.904
20.771,430.065,104.056
47.701,459.506,104.889
36.734,447.325,107.724
35.362,445.922,108.367
36.515,447.351,107.6
21.617,430.803,104.755
10.877,419.261,78.083
27.317,437.548,108.665
12.195,420.498,85.046
11.509,420.009,81.49
11.466,419.937,81.387
11.985,420.189,81.484
12.426,420.917,80.787
11.678,420.187,74.51
28.513,438.827,107.068
40.947,452.376,107.682
12.596,421.305,80.039
41.586,453.444,105.271
12.619,421.678,76.404
20.534,430.321,103.636
26.644,437.013,107.383
12.04,420.994,86.603
13.629,422.655,90.891
12.4,421.502,88.412
42.354,454.744,105.84
11.612,420.631,74.903
36.047,447.556,106.888
35.48,447.182,105.795
20.848,431.064,100.176
10.882,420.002,79.628
33.787,445.118,106.516
28.479,439.277,107.878
12.705,422.21,82.642
13.29,422.853,87.546
12.276,422.047,87.071
12.367,422.355,76.44
20.479,431.088,102.769
12.908,422.563,88.797
12.993,422.81,86.968
13.042,422.807,86.797
12.943,422.654,88.631
12.888,422.843,86.656
33.267,445.394,106.133
12.821,422.751,87.023
20.681,431.475,102.054
46.457,460.076,102.334
20.594,431.475,101.977
40.217,453.342,106.637
20.576,431.646,100.904
32.815,445.445,105.527
20.552,431.5,101.851
35.109,447.842,106.088
46.366,460.074,102.263
39.776,453.194,104.216
41.29,454.767,104.346
41.396,454.903,104.611
12.569,422.873,85.697
18.637,429.668,97.805
27.402,439.482,106.631
25.336,437.057,105.008
27.346,439.496,106.551
18.899,430.101,97.04
45.878,460.138,101.741
25.017,437.169,104.387
12.475,423.244,84.436
33.821,447.07,106.25
18.086,429.663,98.19
18.916,430.772,100.517
11.157,422.336,76.474
17.951,429.665,97.758
25.01,437.46,103.936
17.924,429.671,97.714
12.472,423.515,83.859
39.922,454.145,103.137
45.05,460.101,102.309
44.114,459.117,102.344
12.325,424.274,80.324
26.401,439.705,105.292
43.995,459.114,102.247
43.658,458.885,101.1
18.512,431.034,95.786
45.114,460.43,101.253
39.771,454.9,104.768
44.975,460.47,101.017
12.503,425.662,78.434
17.956,431.519,94.585
25.159,439.373,104.793
17.891,431.501,94.43
33.552,448.498,103.8
39.143,455.248,101.791
11.485,424.443,79.897
43.942,460.616,100.617
11.759,424.648,79.772
42.755,459.152,101.027
42.586,459.174,100.827
11.428,424.499,79.775
16.603,430.118,93.927
25.191,439.746,104.103
16.486,430.156,93.722
12.471,425.77,78.474
38.887,455.087,103.637
37.267,453.416,103.446
30.548,446.009,102.172
39.241,455.573,102.867
18.148,432.215,96.134
22.979,437.786,101.306
10.87,424.296,78.52
42.349,459.188,100.502
42.508,459.136,100.69
17.508,431.947,93.867
23.011,437.796,101.203
11.07,424.841,78.265
16.0,430.302,92.423
41.983,459.347,99.93
11.758,426.018,80.193
10.961,424.944,78.755
11.361,425.298,79.771
32.155,448.509,103.346
29.653,446.277,101.3
23.329,438.72,99.951
38.697,455.713,102.152
24.029,439.788,100.697
23.89,439.791,100.431
12.927,427.538,79.373
43.185,460.937,99.238
42.502,460.409,100.09
11.115,425.659,79.698
16.645,431.876,91.761
15.756,430.723,93.13
11.61,426.958,80.878
11.298,426.531,80.424
11.6,426.756,79.16
11.482,427.126,80.904
15.439,430.745,89.926
37.54,455.518,101.933
16.577,432.584,92.598
36.679,454.715,99.565
11.182,426.578,80.267
23.141,439.89,99.017
15.668,431.452,89.532
16.569,432.588,92.624
11.365,427.052,80.74
11.474,427.23,81.025
16.576,432.451,93.845
23.566,440.421,100.816
37.41,455.687,101.614
16.535,432.609,92.963
12.411,428.223,82.13
21.968,438.501,99.927
41.804,460.828,96.508
15.354,431.491,88.591
35.576,453.958,101.31
13.116,429.615,80.455
11.222,427.195,80.037
41.448,460.759,96.252
28.823,446.974,101.172
28.824,446.85,101.1
28.73,447.01,101.066
14.289,430.653,87.214
15.591,432.554,89.379
13.037,429.455,83.22
36.809,455.796,101.013
36.981,456.183,100.008
21.272,438.841,98.503
22.444,440.237,97.808
15.782,432.814,91.21
14.778,431.623,86.457
14.756,431.684,86.297
30.135,449.057,99.674
14.245,431.536,88.957
21.683,439.607,96.346
35.601,455.058,98.248
15.346,432.945,90.15
27.817,447.041,98.793
39.574,460.222,95.49
35.755,455.772,100.04
34.466,454.444,99.616
34.391,454.54,98.242
12.22,429.809,83.663
27.801,447.262,99.915
28.589,448.326,100.754
21.953,440.787,98.043
13.525,431.61,81.636
11.709,429.785,82.045
27.488,447.472,97.81
13.19,431.77,81.737
27.935,448.098,100.128
33.934,454.483,98.95
20.114,439.463,93.695
39.707,461.125,96.446
40.271,461.742,95.456
40.237,461.799,95.236
29.124,449.569,98.365
27.741,448.218,99.881
27.627,448.118,97.253
19.898,439.638,93.16
33.476,454.79,98.182
28.776,449.63,99.558
34.778,456.385,96.286
27.226,448.273,99.233
34.536,456.296,96.034
13.961,433.372,86.639
13.208,432.714,81.811
12.525,432.037,82.297
28.511,449.727,99.202
26.412,447.717,97.614
13.899,433.869,82.176
14.42,434.503,82.684
26.592,447.951,98.37
26.633,447.697,96.919
33.738,456.252,95.088
34.605,456.781,96.818
27.915,449.776,96.897
13.367,433.468,85.382
38.497,461.404,94.735
20.341,441.238,95.195
13.372,433.519,85.261
13.83,434.214,82.351
39.311,462.236,93.633
38.331,461.403,94.536
38.133,461.198,94.476
27.759,449.752,98.576
14.265,435.005,84.152
13.362,434.402,84.191
18.838,440.088,93.273
17.976,439.022,90.183
19.086,440.464,91.341
37.241,460.673,92.543
13.538,434.456,82.489
15.051,435.994,83.555
38.667,462.495,92.945
12.644,433.747,82.95
25.645,448.337,96.894
19.767,441.565,94.049
36.836,460.694,93.459
32.875,456.365,96.209
27.555,450.324,97.148
132.164,147.741,30.097
14.875,436.915,83.391
12.744,434.302,83.195
38.161,462.756,91.948
14.675,436.649,83.284
36.364,460.913,92.846
36.22,460.846,92.673
18.258,441.044,92.244
14.216,436.562,83.224
14.199,436.723,83.316
18.131,441.211,88.437
30.944,455.379,94.708
16.387,439.255,87.711
25.573,449.58,96.43
25.471,449.918,93.709
24.307,448.314,93.175
30.864,455.423,94.515
36.794,462.402,89.481
30.758,455.48,94.394
18.105,441.964,88.427
15.457,438.683,86.356
25.668,450.352,93.949
25.848,450.357,94.218
25.894,450.408,94.337
15.419,438.761,86.634
15.25,438.647,86.578
15.447,439.076,84.047
24.502,448.96,92.472
30.343,455.484,93.921
13.727,437.324,85.119
30.956,456.532,91.568
36.996,463.069,90.239
36.899,463.113,90.052
36.334,462.483,91.184
23.341,448.28,92.209
14.328,438.474,83.961
13.69,437.952,84.909
24.892,450.635,92.972
15.252,439.956,87.402
30.905,457.036,93.203
29.55,455.724,92.677
24.274,450.256,91.714
17.765,443.169,88.426
29.826,456.386,90.096
23.245,449.291,90.11
28.715,455.406,91.004
23.505,449.742,93.879
28.942,455.907,91.898
30.021,457.19,89.524
24.176,450.821,91.892
28.428,455.45,90.718
17.043,443.303,86.903
16.997,443.332,87.048
16.948,443.363,87.225
14.675,440.693,86.183
17.114,443.363,85.766
16.869,443.414,87.111
17.095,443.547,88.26
17.036,443.423,86.852
33.206,461.719,89.698
33.145,461.564,89.679
34.455,463.231,86.942
16.879,443.54,87.695
17.397,443.949,86.427
14.972,441.25,85.791
17.392,444.216,85.74
34.254,463.307,86.961
17.808,444.585,86.257
16.469,443.684,85.434
23.476,451.075,90.707
34.275,463.48,87.125
22.98,450.546,92.531
32.325,461.123,86.813
27.507,455.93,90.335
15.233,442.145,85.672
18.214,445.405,85.977
23.245,451.329,90.138
31.721,460.667,87.13
32.282,461.34,86.628
34.359,463.674,87.508
31.891,460.85,86.736
18.407,446.087,85.94
18.347,445.948,85.89
28.353,457.196,86.412
17.768,445.332,85.642
20.512,448.423,87.377
18.265,446.131,85.857
31.207,460.441,86.463
16.742,444.578,87.171
31.138,460.462,87.035
16.271,444.083,85.649
19.172,447.393,86.286
33.763,463.522,87.574
22.901,451.47,90.919
32.555,462.237,89.009
26.487,455.521,87.545
22.68,451.531,90.654
28.904,458.606,87.775
28.753,458.443,86.732
28.564,458.152,86.331
30.395,460.185,86.911
31.202,461.445,86.179
19.117,448.232,86.181
17.119,445.799,87.517
25.547,454.979,88.128
20.026,449.155,86.427
22.242,451.523,90.364
25.387,455.25,87.024
25.256,455.142,87.045
28.666,458.974,86.768
31.649,462.184,88.274
27.527,457.815,88.961
18.24,447.49,86.138
28.489,458.888,87.14
16.883,445.926,86.642
27.811,458.366,85.882
24.432,454.502,87.109
24.503,454.442,87.232
30.007,460.851,86.007
24.125,454.007,87.508
26.936,457.594,85.841
17.54,447.046,87.548
19.583,449.566,86.42
23.549,453.742,87.491
27.493,458.708,85.932
17.489,447.205,87.317
22.145,452.299,86.728
27.819,458.765,87.948
27.582,458.87,85.97
21.536,451.95,87.344
27.805,458.941,85.826
21.627,451.976,87.174
21.428,452.037,87.649
26.541,457.877,86.048
27.051,458.237,85.893
21.374,452.057,87.89
18.35,448.685,86.778
27.721,459.109,86.684
26.993,458.429,87.556
21.25,452.091,87.917
23.074,454.233,87.674
23.511,455.186,87.613
24.787,456.624,87.531
22.994,454.567,86.404
19.883,451.09,87.034
23.591,455.216,86.417
23.646,455.412,86.444
23.983,455.903,86.392
23.473,455.353,87.391
20.24,451.822,87.347
21.612,453.401,86.977
24.53,456.672,86.836
10.644,398.398,75.985
10.773,398.344,75.878
12.466,421.169,88.775
16.159,379.242,93.322
16.012,379.697,92.922
37.56,436.551,118.706
36.567,392.082,124.934
36.525,392.169,124.813
20.779,452.684,87.091
20.887,452.798,87.087
15.571,372.652,36.696
15.736,388.332,94.91
15.766,388.309,95.056
17.806,378.808,98.11
10.721,409.245,79.197
40.689,372.904,123.451
32.845,376.365,120.836
12.045,396.798,88.179
18.343,446.302,85.891
29.779,384.235,117.403
12.771,389.707,76.297
12.685,389.768,75.647
16.805,445.606,87.037
13.015,382.795,58.929
12.774,382.745,59.091
12.686,382.739,59.384
15.076,432.684,90.389
16.983,380.246,38.805
14.532,377.019,39.647
11.324,400.37,80.33
11.192,400.112,82.79
11.215,400.075,82.983
45.528,444.157,114.985
41.084,445.561,111.283
44.875,444.164,114.454
18.641,429.789,97.23
23.479,396.231,114.22
23.787,396.178,114.645
24.547,396.005,115.489
22.516,396.348,112.742
25.841,393.742,116.304
26.271,393.634,116.822
23.889,393.857,114.361
23.895,379.0,110.141
25.488,384.982,116.134
34.028,455.953,98.057
22.312,428.78,103.921
36.713,414.12,123.82
12.71,382.241,49.926
14.473,397.513,100.136
31.914,438.112,113.125
32.524,462.203,86.451
33.432,461.29,87.612
33.642,461.644,87.243
19.883,371.763,32.097
19.89,371.662,32.081
24.489,395.83,117.976
20.556,396.206,113.248
24.597,395.823,118.082
41.149,382.393,128.886
40.532,382.612,128.671
44.28,381.547,126.718
42.452,381.85,126.342
28.356,429.797,113.33
17.184,389.311,100.682
22.475,453.596,86.214
24.361,455.671,86.099
25.535,456.587,85.973
24.311,455.662,86.093
18.932,389.466,101.88
16.348,390.443,91.162
17.184,389.982,94.738
17.13,389.917,95.444
25.085,430.612,106.889
27.217,430.24,109.452
24.658,430.768,106.424
29.942,429.516,112.337
26.473,430.284,108.431
26.413,430.449,108.982
37.427,405.738,125.563
26.468,408.746,116.524
9.439,409.505,72.695
40.809,417.572,125.792
16.86,379.605,95.93
17.137,379.645,96.762
20.55,407.615,111.476
30.126,386.352,121.487
17.316,397.226,103.355
17.93,397.069,104.725
12.411,389.399,63.569
33.805,418.665,119.376
24.646,420.63,109.427
18.372,377.942,93.166
14.243,378.639,75.118
13.738,379.547,65.527
14.165,378.855,72.505
14.37,378.621,74.368
14.555,378.507,76.04
14.653,378.372,77.176
14.789,378.304,77.876
17.151,378.16,89.088
17.5,377.715,91.461
14.576,378.466,76.305
14.136,378.661,75.55
13.699,379.597,64.428
13.997,379.02,70.364
13.912,379.007,70.322
14.397,378.612,74.847
16.253,378.074,85.023
17.18,378.065,89.536
18.085,377.98,92.249
22.689,377.25,104.019
22.929,377.26,104.388
19.667,377.934,96.981
14.173,378.703,73.943
14.579,378.663,75.519
14.22,378.789,73.335
14.806,378.355,77.718
22.575,377.303,103.696
19.382,377.99,96.153
14.411,378.638,75.024
13.705,379.25,68.338
13.499,379.425,67.406
16.194,377.988,85.58
15.339,378.089,80.906
13.883,378.906,72.771
16.885,377.915,89.243
13.558,379.604,65.194
17.557,378.031,90.649
14.647,378.475,76.585
13.636,379.839,62.708
26.309,376.188,109.884
12.493,380.512,70.375
13.327,381.422,73.09
13.483,381.355,74.92
13.145,381.526,71.587
12.917,381.252,73.297
24.144,385.681,110.03
19.048,386.847,98.584
18.266,387.192,94.85
17.323,387.433,90.955
16.916,388.129,87.241
17.817,387.168,93.536
22.754,385.741,108.178
17.737,387.228,92.425
17.743,387.135,93.894
11.385,389.919,56.474
11.487,389.731,54.33
11.58,389.806,58.09
11.409,390.05,58.483
11.377,390.011,57.158
11.34,390.042,56.864
11.351,390.003,56.672
11.65,389.087,52.088
11.416,389.792,54.917
11.663,389.557,53.448
11.511,389.787,56.062
12.828,384.872,46.632
13.175,384.79,46.626
13.248,384.995,46.668
13.6,384.064,47.239
13.899,384.128,46.974
13.808,384.096,47.174
13.971,384.205,46.774
13.392,384.851,46.603
13.603,384.206,46.911
13.344,384.629,46.645
13.703,384.134,47.032
14.572,391.612,78.919
14.466,391.689,77.239
14.627,391.564,79.438
14.747,391.365,81.122
12.685,393.183,61.537
12.673,393.047,62.567
12.445,393.543,58.811
12.718,392.774,64.124
12.698,393.17,61.599
12.752,396.381,91.638
12.93,396.751,89.836
13.875,396.253,93.484
12.817,396.295,92.836
15.605,395.667,98.65
17.692,395.094,103.904
16.448,395.317,101.173
20.59,394.753,108.991
12.71,396.395,92.972
18.06,395.073,104.636
12.567,396.417,91.972
13.082,398.047,53.915
13.796,395.597,51.957
13.188,397.607,53.421
13.096,399.372,55.551
13.241,397.898,53.954
11.315,394.756,54.566
12.916,395.321,52.743
11.865,394.822,54.531
25.861,439.732,103.89
24.493,440.126,102.045
22.7,440.543,98.896
19.894,441.565,94.156
25.543,439.717,103.153
33.071,438.07,112.279
20.333,441.108,94.396
25.774,439.645,103.567
25.715,439.625,103.389
34.395,438.0,113.716
23.865,440.197,100.747
23.75,440.288,100.669
33.514,438.001,112.649
21.08,440.805,95.55
27.361,439.436,106.045
17.858,443.122,88.595
20.432,441.043,94.525
34.366,447.905,104.51
29.099,449.815,98.932
26.055,450.523,94.726
21.573,452.014,88.155
31.382,449.056,101.174
30.935,449.21,101.162
25.656,450.734,94.643
35.14,447.496,105.455
30.283,449.219,99.914
36.155,447.108,106.477
39.691,455.465,103.068
34.585,456.452,96.105
33.288,457.036,94.631
32.769,456.885,93.594
36.885,456.053,99.262
30.288,457.843,89.822
33.772,456.776,95.061
35.028,456.652,97.148
34.101,456.702,95.587
33.188,457.059,94.507
31.047,457.339,91.01
39.069,455.554,101.977
36.469,456.249,98.844
30.552,457.889,90.21
35.779,463.342,88.039
45.947,459.873,101.387
42.595,461.072,97.8
36.775,463.137,89.683
42.714,461.036,97.915
43.448,460.584,98.602
43.812,460.642,99.117
46.869,460.011,102.632
45.207,460.18,100.544
41.627,460.935,96.342
43.209,460.771,98.286
46.148,459.882,101.65
39.512,461.598,93.587
40.734,461.192,95.171
39.594,373.007,125.111
44.072,372.161,127.612
32.973,374.155,119.794
32.554,374.194,119.433
32.661,374.208,119.562
10.71,394.591,53.349
10.222,399.857,61.317
10.367,399.391,68.249
9.854,400.065,63.898
10.746,396.749,56.085
10.551,395.915,54.476
10.442,399.4,60.058
10.098,400.027,62.481
11.207,397.711,81.483
11.238,397.689,81.339
11.327,397.729,81.643
11.172,397.692,81.964
28.153,394.097,122.362
23.164,394.562,117.105
41.607,391.577,129.582
23.633,394.271,117.519
27.693,394.077,121.927
33.434,394.757,124.549
37.226,394.526,127.929
40.194,394.748,128.69
38.64,403.576,128.947
26.713,406.346,119.972
32.451,404.815,124.912
36.814,404.174,127.957
34.42,404.714,126.422
40.928,402.699,130.02
15.422,408.066,96.407
13.887,408.256,92.416
15.67,407.969,97.314
11.068,408.958,81.67
11.561,408.819,84.065
11.76,408.724,85.491
15.32,408.065,96.301
15.463,408.108,96.271
16.678,407.822,99.601
11.562,408.807,83.91
15.595,408.0,96.998
15.6,407.991,97.167
14.826,408.155,95.171
16.034,408.082,97.822
11.587,408.842,84.918
15.935,407.971,98.206
11.288,408.764,82.873
10.953,409.014,81.323
11.444,408.749,83.64
12.183,408.729,86.198
11.246,403.098,62.943
11.209,403.144,62.794
10.789,402.791,64.286
11.34,403.37,62.094
9.903,404.047,61.397
11.104,404.412,62.014
9.988,407.312,65.745
11.032,404.488,62.132
11.125,404.643,62.215
19.377,410.591,106.172
15.464,411.688,95.293
17.57,410.954,100.696
16.949,411.297,99.875
10.673,413.742,72.116
11.091,413.326,74.752
15.305,411.636,94.088
18.962,410.695,105.243
19.994,410.445,107.088
17.726,410.952,101.186
10.738,413.633,72.68
11.277,413.266,76.357
11.057,418.086,75.734
11.152,414.415,71.796
11.163,418.292,76.089
14.312,412.005,91.199
12.318,420.351,86.488
11.911,420.502,84.342
12.193,420.395,85.716
12.924,420.429,88.416
18.868,419.207,104.223
13.78,420.322,92.226
26.9,415.971,114.524
26.029,416.415,113.541
18.454,419.307,103.514
14.017,420.367,93.665
25.577,416.803,113.071
26.445,416.209,113.994
28.047,415.992,115.896
13.037,420.43,89.314
19.326,419.168,105.3
22.108,418.128,108.927
16.602,419.733,100.47
37.125,414.14,125.272
38.342,413.997,126.045
35.461,414.341,123.65
41.471,425.282,123.339
40.864,425.331,122.972
41.282,425.314,123.25
39.836,425.441,122.382
39.632,425.541,122.33
38.335,425.64,121.744
36.102,426.075,120.309
34.65,426.424,119.244
32.869,426.799,117.76
41.659,425.232,123.419
33.435,426.736,118.376
40.13,425.31,122.379
41.842,425.171,123.506
37.41,425.902,121.533
17.194,430.227,96.938
16.036,431.263,94.026
11.614,428.974,82.203
11.464,427.331,81.117
12.774,429.624,83.959
15.673,430.402,91.677
15.238,430.895,91.743
18.305,429.632,98.635
19.225,429.475,100.78
13.858,431.002,87.395
16.283,430.268,93.643
13.934,430.956,87.642
18.653,430.097,100.176
15.558,430.71,92.581
13.159,429.977,84.464
17.171,430.191,96.806
11.847,424.534,80.723
12.094,424.706,79.71
12.523,423.77,82.792
13.104,427.3,79.578
12.969,426.345,79.378
11.94,424.697,79.751
11.884,425.154,79.632
11.438,424.6,79.731
13.822,434.451,84.305
14.867,433.209,87.201
35.686,435.418,117.301
42.409,433.858,121.446
25.227,437.111,105.092
25.106,437.134,104.888
43.253,433.751,121.852
32.796,435.483,113.991
41.938,433.99,121.018
33.929,435.617,115.702
27.677,436.616,108.626
23.531,437.842,102.722
19.609,438.83,93.852
37.319,434.675,118.229
14.414,437.861,85.919
24.254,437.651,104.046
37.43,434.755,118.438
19.344,439.066,93.83
15.562,439.275,87.389
14.446,437.986,85.999
32.201,435.786,113.818
14.267,434.239,84.291
24.514,454.491,87.89
24.629,454.855,88.046
47.752,449.749,113.809
40.042,452.507,106.607
42.499,451.676,109.087
39.914,452.539,106.498
37.372,453.276,103.52
34.862,454.236,100.195
49.179,449.192,114.64
33.847,454.639,97.901
44.936,450.831,111.022
37.904,453.004,104.194
24.0,455.375,87.778
40.147,452.461,106.683
39.345,460.074,96.465
37.072,460.499,93.63
41.818,459.393,99.552
44.084,459.018,102.268
45.155,458.605,103.34
44.803,458.675,102.977
41.157,459.526,98.415
38.685,460.282,95.63
39.688,459.945,96.845
46.626,457.918,104.5
46.495,457.96,104.625
50.07,457.083,108.225
51.461,456.648,109.66
43.147,459.021,101.344
43.266,459.0,101.46
39.474,459.971,96.398
39.509,459.997,95.921
44.624,458.767,102.837
34.812,460.819,90.839
39.078,460.167,95.521
36.47,460.638,92.882
28.807,459.276,86.782
30.201,460.177,86.937
44.718,441.414,117.216
36.747,444.196,109.606
32.4,445.477,104.296
35.735,444.429,108.114
41.747,442.308,113.793
42.344,442.29,115.061
42.461,442.167,115.102
40.149,442.713,113.031
38.047,443.62,111.196
31.955,445.589,104.226
27.073,447.394,97.641
40.681,442.472,112.863
35.314,444.716,107.378
38.918,443.204,111.411
46.575,440.95,118.665
37.898,443.659,110.341
37.282,443.919,109.672
23.28,448.269,92.553
19.679,448.291,88.942
19.842,447.892,88.709
19.127,447.708,88.307
17.956,446.166,87.635
41.327,384.239,128.983
12.415,381.939,61.191
32.471,374.205,119.356
11.728,408.968,87.028
12.136,408.548,87.537
10.5,401.988,70.363
12.366,410.038,65.274
12.165,410.258,65.475
33.442,414.849,121.129
13.638,379.953,60.121
13.753,380.142,60.858
13.622,380.043,61.497
13.679,380.055,61.305
13.615,380.015,60.591
13.721,380.088,60.719
13.61,380.006,61.186
13.607,380.016,60.788
13.668,380.004,60.31
18.018,430.356,98.863
17.938,430.551,98.657
21.598,448.661,90.853
21.967,448.773,91.434
10.287,392.688,55.097
51.244,458.374,108.46
15.071,433.027,88.113
14.928,433.213,88.344
11.425,400.186,81.996
25.801,406.093,118.482
25.889,406.163,118.761
9.233,408.95,68.02
12.542,385.053,46.725
23.396,376.776,107.247
23.626,376.71,106.796
23.487,376.741,106.654
10.433,402.074,69.064
39.251,434.506,118.385
9.85,409.416,73.902
11.937,420.307,82.703
11.143,420.467,81.107
11.182,420.402,81.258
11.894,420.301,82.908
11.844,420.34,83.121
11.868,420.294,82.798
13.593,379.914,62.383
13.575,380.014,62.127
13.63,379.896,62.521
29.539,447.153,100.037
27.793,406.329,121.196
28.702,406.619,121.984
28.271,405.813,121.404
72.607,281.515,27.001
73.962,281.4,28.263
74.757,326.421,-9.11
70.639,318.061,-4.718
69.842,321.238,-5.229
77.676,285.85,30.407
72.647,317.39,2.829
81.31,312.49,1.032
81.521,312.447,1.042
73.327,322.344,-6.749
76.535,285.921,44.91
80.335,297.904,12.045
77.74,285.913,46.615
77.068,280.066,19.265
77.157,280.49,19.122
77.27,280.167,19.245
22.113,453.631,86.395
69.551,321.855,-5.502
69.099,322.637,-6.462
32.958,365.404,114.21
143.168,392.687,56.303
75.83,327.907,-10.556
76.117,289.551,12.463
74.668,331.685,-10.392
73.287,281.51,34.248
115.134,326.791,59.641
115.073,326.649,58.062
114.867,327.149,60.216
114.917,326.811,58.772
115.008,326.872,60.53
115.118,326.724,58.714
84.299,299.524,13.337
52.468,321.941,6.587
52.73,322.011,6.299
52.545,322.011,6.412
52.101,322.502,6.287
142.401,389.406,75.367
20.959,361.519,69.52
21.353,361.356,70.497
20.631,362.14,70.322
57.08,330.115,0.857
137.751,394.983,103.916
88.666,300.588,15.697
88.25,299.682,15.68
70.915,299.218,18.16
76.08,303.691,1.301
82.526,312.184,8.587
77.409,283.541,17.902
20.88,360.132,44.034
94.064,300.581,23.123
128.702,349.124,43.497
128.332,349.332,42.761
84.687,313.466,2.474
83.318,320.353,-5.229
133.499,360.359,53.889
76.092,285.717,43.984
76.722,285.305,45.163
76.499,286.075,44.663
130.502,364.056,23.444
130.739,364.148,24.091
130.781,364.223,24.159
130.794,364.096,24.001
77.037,323.971,-9.304
80.248,308.867,4.559
133.284,360.236,53.765
133.027,360.245,53.631
133.419,360.415,54.007
133.403,360.463,54.14
133.318,360.538,54.053
133.227,360.697,54.039
133.162,360.154,53.651
133.142,360.322,53.756
133.297,360.162,54.498
97.834,339.619,-0.147
96.831,338.969,-0.805
61.277,326.799,-114.814
53.565,316.277,-168.284
42.091,323.229,-124.033
40.525,322.709,-123.252
61.319,327.44,-121.872
60.117,325.804,-110.269
48.843,327.434,-139.306
62.136,329.263,-122.642
60.928,328.297,-125.805
47.938,323.461,-114.38
47.952,323.528,-114.066
62.865,331.835,-125.492
58.211,340.067,-145.418
58.176,340.071,-145.562
28.829,336.589,-157.27
53.666,322.81,-120.255
31.895,337.557,-162.774
31.795,339.793,-161.46
50.654,322.952,-161.56
60.646,336.728,-156.325
53.825,334.841,-137.685
67.565,341.65,-161.803
58.144,339.564,-146.048
53.953,313.882,-168.923
54.04,313.95,-169.102
62.631,337.449,-149.98
53.529,311.371,-168.794
27.81,338.688,-160.747
40.24,339.781,-144.21
38.706,339.342,-143.266
40.73,339.069,-133.741
54.692,329.028,-129.365
50.278,336.113,-128.305
54.866,342.742,-142.39
52.54,329.611,-136.134
35.532,332.158,-141.602
57.102,342.248,-143.179
60.133,343.139,-150.465
43.101,339.764,-133.202
55.526,330.774,-142.932
55.002,330.744,-141.692
65.108,344.154,-159.407
44.719,338.691,-138.845
36.242,340.242,-134.986
36.142,340.145,-134.897
37.577,336.162,-129.932
37.766,336.323,-129.738
37.648,336.448,-129.84
37.699,336.006,-129.784
37.935,336.536,-129.631
37.852,336.325,-129.572
